lat,lon,name
55.7438,37.5838,wz_6472
55.7441,37.5875,wz_6472
55.7463,37.5859,wz_6472
55.7468,37.5877,wz_6472
55.7477,37.596,wz_6472
55.747,37.5997,wz_6472
55.7488,37.6001,wz_6472
55.7486,37.603,wz_6472
55.7504,37.6043,wz_6472
55.7486,37.6108,wz_6472
55.7467,37.6123,wz_6472
55.7454,37.5741,wz_6473
55.7455,37.5768,wz_6473
55.7459,37.5796,wz_6473
55.7454,37.5831,wz_6473
55.7438,37.5839,wz_6473
55.7441,37.5875,wz_6473
55.7463,37.5858,wz_6473
55.7468,37.5877,wz_6473
55.7473,37.5923,wz_6473
55.7477,37.5959,wz_6473
55.747,37.5997,wz_6473
55.7489,37.6001,wz_6473
55.7486,37.6029,wz_6473
55.7504,37.6043,wz_6473
55.7492,37.6087,wz_6473
55.7523,37.6109,wz_6473
55.7546,37.6122,wz_6473
55.7561,37.6074,wz_6473
55.7555,37.6068,wz_6473
55.7547,37.6063,wz_6473
55.754,37.606,wz_6473
55.7542,37.6042,wz_6473
55.7542,37.6038,wz_6473
55.7538,37.6027,wz_6473
55.7537,37.6023,wz_6473
55.7538,37.6022,wz_6473
55.7538,37.6012,wz_6473
55.754,37.6003,wz_6473
55.7541,37.5994,wz_6473
55.7542,37.5991,wz_6473
55.7546,37.5975,wz_6473
55.7567,37.5896,wz_6473
55.7564,37.5892,wz_6473
55.758,37.5851,wz_6473
55.7581,37.5845,wz_6473
55.7552,37.5839,wz_6473
55.7552,37.5768,wz_6473
55.7533,37.575,wz_6473
55.7526,37.5739,wz_6473
55.752,37.5726,wz_6473
55.7498,37.5743,wz_6473
55.7454,37.5741,wz_6473
55.8855,37.7195,wz_6525
55.8545,37.6736,wz_6525
55.8386,37.6697,wz_6525
55.8349,37.6845,wz_6525
55.8625,37.7648,wz_6525
55.8826,37.726,wz_6525
55.8855,37.7195,wz_6525
55.7268,37.6153,wz_6562
55.7273,37.62,wz_6562
55.7292,37.6197,wz_6562
55.7298,37.6239,wz_6562
55.7321,37.6243,wz_6562
55.7369,37.6244,wz_6562
55.74,37.6246,wz_6562
55.7424,37.625,wz_6562
55.7451,37.6246,wz_6562
55.7458,37.6247,wz_6562
55.7459,37.6264,wz_6562
55.7478,37.6257,wz_6562
55.749,37.6251,wz_6562
55.7489,37.6321,wz_6562
55.747,37.6386,wz_6562
55.7409,37.6452,wz_6562
55.7311,37.6506,wz_6562
55.7289,37.6541,wz_6562
55.7282,37.6521,wz_6562
55.7283,37.6509,wz_6562
55.7295,37.6461,wz_6562
55.728,37.6449,wz_6562
55.7225,37.6437,wz_6562
55.7222,37.6418,wz_6562
55.7229,37.6399,wz_6562
55.7235,37.6365,wz_6562
55.722,37.6358,wz_6562
55.7226,37.6331,wz_6562
55.7213,37.6276,wz_6562
55.7203,37.6178,wz_6562
55.7268,37.6153,wz_6562
55.749,37.625,wz_6559
55.7485,37.6251,wz_6559
55.7478,37.6257,wz_6559
55.7459,37.6264,wz_6559
55.7458,37.6247,wz_6559
55.7451,37.6246,wz_6559
55.7442,37.6248,wz_6559
55.7424,37.625,wz_6559
55.7411,37.6249,wz_6559
55.74,37.6246,wz_6559
55.7383,37.6244,wz_6559
55.7368,37.6243,wz_6559
55.7353,37.6243,wz_6559
55.7339,37.6243,wz_6559
55.7322,37.6243,wz_6559
55.7306,37.624,wz_6559
55.7298,37.6239,wz_6559
55.7292,37.6196,wz_6559
55.7273,37.6199,wz_6559
55.7269,37.6151,wz_6559
55.7243,37.6163,wz_6559
55.7234,37.6167,wz_6559
55.7214,37.6174,wz_6559
55.7203,37.6178,wz_6559
55.7201,37.6156,wz_6559
55.7211,37.6143,wz_6559
55.7214,37.6102,wz_6559
55.7195,37.6094,wz_6559
55.721,37.6015,wz_6559
55.7213,37.6004,wz_6559
55.7143,37.5902,wz_6559
55.7094,37.5836,wz_6559
55.714,37.5773,wz_6559
55.7197,37.5861,wz_6559
55.7226,37.5897,wz_6559
55.7245,37.5915,wz_6559
55.7261,37.593,wz_6559
55.7311,37.5973,wz_6559
55.7346,37.6001,wz_6559
55.7392,37.6076,wz_6559
55.7444,37.6096,wz_6559
55.7467,37.6125,wz_6559
55.7482,37.6182,wz_6559
55.749,37.625,wz_6559
55.7213,37.6004,wz_6560
55.7195,37.6094,wz_6560
55.7214,37.6103,wz_6560
55.7211,37.6143,wz_6560
55.7201,37.6156,wz_6560
55.7198,37.6137,wz_6560
55.7166,37.6136,wz_6560
55.7168,37.6084,wz_6560
55.7132,37.6069,wz_6560
55.7113,37.6062,wz_6560
55.7096,37.6063,wz_6560
55.7082,37.6071,wz_6560
55.7075,37.6075,wz_6560
55.7076,37.6082,wz_6560
55.7043,37.6112,wz_6560
55.7045,37.6122,wz_6560
55.7052,37.6168,wz_6560
55.7059,37.6213,wz_6560
55.7053,37.6286,wz_6560
55.6996,37.6281,wz_6560
55.6918,37.6288,wz_6560
55.6892,37.6142,wz_6560
55.6891,37.6094,wz_6560
55.6899,37.6054,wz_6560
55.6915,37.6018,wz_6560
55.6956,37.5969,wz_6560
55.7064,37.5874,wz_6560
55.7068,37.5883,wz_6560
55.7093,37.5837,wz_6560
55.7213,37.6004,wz_6560
55.6918,37.629,wz_6561
55.6996,37.6282,wz_6561
55.7052,37.6287,wz_6561
55.7059,37.6212,wz_6561
55.7051,37.6165,wz_6561
55.7044,37.6112,wz_6561
55.7076,37.6082,wz_6561
55.7075,37.6075,wz_6561
55.7096,37.6063,wz_6561
55.7113,37.6062,wz_6561
55.7167,37.6085,wz_6561
55.7166,37.6136,wz_6561
55.7198,37.6137,wz_6561
55.7203,37.6178,wz_6561
55.7209,37.6224,wz_6561
55.7213,37.6277,wz_6561
55.7226,37.6331,wz_6561
55.722,37.6358,wz_6561
55.7235,37.6365,wz_6561
55.7229,37.6399,wz_6561
55.7222,37.6417,wz_6561
55.7224,37.6438,wz_6561
55.728,37.6449,wz_6561
55.7295,37.646,wz_6561
55.7283,37.6508,wz_6561
55.7281,37.6521,wz_6561
55.7289,37.6542,wz_6561
55.7264,37.6568,wz_6561
55.7268,37.6631,wz_6561
55.7243,37.6637,wz_6561
55.7213,37.6636,wz_6561
55.7189,37.6635,wz_6561
55.7177,37.6638,wz_6561
55.7137,37.6651,wz_6561
55.7084,37.6668,wz_6561
55.7057,37.6677,wz_6561
55.7001,37.6671,wz_6561
55.6944,37.6664,wz_6561
55.6889,37.6656,wz_6561
55.6863,37.6652,wz_6561
55.6842,37.6397,wz_6561
55.6865,37.6319,wz_6561
55.6918,37.629,wz_6561
55.8978,37.6388,wz_7748
55.8952,37.6732,wz_7748
55.8949,37.6854,wz_7748
55.8945,37.6957,wz_7748
55.8929,37.7037,wz_7748
55.8855,37.7194,wz_7748
55.876,37.7385,wz_7748
55.8691,37.752,wz_7748
55.862,37.7657,wz_7748
55.8472,37.7943,wz_7748
55.8432,37.8023,wz_7748
55.8276,37.8321,wz_7748
55.822,37.8373,wz_7748
55.8086,37.8397,wz_7748
55.7761,37.8427,wz_7748
55.7662,37.8431,wz_7748
55.7489,37.8423,wz_7748
55.714,37.8385,wz_7748
55.7095,37.836,wz_7748
55.699,37.8304,wz_7748
55.693,37.8291,wz_7748
55.671,37.8365,wz_7748
55.6628,37.8396,wz_7748
55.6569,37.8394,wz_7748
55.6507,37.835,wz_7748
55.6232,37.793,wz_7748
55.6016,37.7536,wz_7748
55.5895,37.7248,wz_7748
55.5722,37.6771,wz_7748
55.5717,37.6644,wz_7748
55.5747,37.6132,wz_7748
55.5754,37.5944,wz_7748
55.5962,37.5104,wz_7748
55.6387,37.4591,wz_7748
55.6624,37.4314,wz_7748
55.6927,37.4112,wz_7748
55.7142,37.3845,wz_7748
55.7457,37.3693,wz_7748
55.7897,37.3714,wz_7748
55.8052,37.3872,wz_7748
55.8372,37.3968,wz_7748
55.8468,37.3914,wz_7748
55.8649,37.4016,wz_7748
55.8717,37.4122,wz_7748
55.8816,37.4467,wz_7748
55.8848,37.4737,wz_7748
55.8921,37.497,wz_7748
55.9061,37.5286,wz_7748
55.9113,37.5794,wz_7748
55.8978,37.6388,wz_7748
55.6243,37.3849,wz_7021
55.6275,37.383,wz_7021
55.632,37.3866,wz_7021
55.6327,37.3806,wz_7021
55.6387,37.3737,wz_7021
55.648,37.3743,wz_7021
55.6508,37.3764,wz_7021
55.6524,37.3685,wz_7021
55.6561,37.3684,wz_7021
55.6563,37.3579,wz_7021
55.656,37.3518,wz_7021
55.6549,37.3451,wz_7021
55.6537,37.3393,wz_7021
55.6515,37.3349,wz_7021
55.6479,37.3318,wz_7021
55.6474,37.3305,wz_7021
55.6463,37.3262,wz_7021
55.6457,37.3066,wz_7021
55.6463,37.3006,wz_7021
55.6342,37.3038,wz_7021
55.6295,37.3154,wz_7021
55.6265,37.3227,wz_7021
55.6207,37.3387,wz_7021
55.6243,37.3849,wz_7021
56.1538,37.2137,wz_9143
55.859,36.8223,wz_9143
55.4328,36.8855,wz_9143
55.286,37.5474,wz_9143
55.3782,38.186,wz_9143
55.5277,38.4373,wz_9143
55.6465,38.4016,wz_9143
55.8875,38.4455,wz_9143
56.0596,38.2752,wz_9143
56.1477,37.9841,wz_9143
56.1538,37.2137,wz_9143
